I Adore Mi Amor - Color Me Badd
I Could Easily Fall (In Love with You) - Richard, Cliff
I Could Fall in Love - Selena
I Could Get Used to You - Exile
I Could Have Danced All Night - Show Tunes - Movies - My Fair Lady
I Could Kick Your Ass - Moore, Justin
I Could Never Love You Enough - McComas, Brian
I Could Never Take the Place of Your Man - Knight, Jordan
I Could Not Ask for More - McCain, Edwin
I Could Not Ask for More - Evans, Sara
I Could Write a Book - Standards - Jazz
I Couldn't Keep From Crying - Robbins, Marty
I Couldn't Leave You If I Tried - Crowell, Rodney
I Couldn't Live Without Your Love - Clark, Petula
I Count the Minutes - Martin, Ricky
I Cried a Tear - Baker, LaVern
I Cried All the Way to the Altar - Cline, Patsy
I Cross My Heart - Strait, George
I Cry - Cochran, Tammy
I Cry - Flo Rida
I Cry Real Tears - Eternal
I Cry [w/Ja Rule] - Lil Mo
I Cry [w/Lil Mo] - Ja Rule
I Dare You - Shinedown
I Decide - Lohan, Lindsay
I Did It - Dave Matthews Band, The
I Did What I Did for Maria - Christie, Tony
I Did You Babe [Sonny & Cher] - Comedy -  Parody
I Didn't Know My Own Strength - Morgan, Lorrie
I Didn't Know My Own Strength - Houston, Whitney
I Didn't Mean to Turn You On - Palmer, Robert
I Dig Rock & Roll Music - Peter, Paul & Mary
I Disappear - Metallica
I Do - Brandt, Paul
I Do - J. Geils Band, The
I Do - Blaque
I Do - Loeb, Lisa & Nine Stories
I Do (Cherish You) - 98 Degrees
I Do (Cherish You) - Wills, Mark
I Do (Wanna Get Close to You) - 3LW
I Do It - Big Sean
I Do It for the Money - Major, Charlie
I Do My Swinging at Home - Houston, David
I Do Not Hook Up - Clarkson, Kelly
I Do Now - Andrews, Jessica
I Do! - Toya
I Do, But Do I - Armiger, Katie
I Do, I Do, I Do, I Do, I Do - ABBA
I Don't - Peck, Danielle
I Don't Believe in Goodbye - Sawyer Brown
I Don't Believe in Love - Queensryche
I Don't Believe You - Pink
I Don't Believe You've Met Me Baby - Louvin Brothers, The
I Don't Call Him Daddy - Supernaw, Doug
I Don't Care - Fall Out Boy
I Don't Care - Martin, Ricky
I Don't Care - Plus One
I Don't Care - Pierce, Webb
I Don't Care - Mavericks, The
I Don't Care - Skaggs, Ricky
I Don't Care Anymore - Collins, Phil
I Don't Care Just as Long as You Love Me - Owens, Buck
I Don't Do Surprises - Whitehead, Axel
I Don't Even Know Your Name - Jackson, Alan
I Don't Fall in Love So Easy - Crowell, Rodney
I Don't Feel Like Dancin' - Scissor Sisters
I Don't Feel Like Loving You Today - Wilson, Gretchen
I Don't Feel That Way Anymore - Leigh, Danni
I Don't Give - Lavigne, Avril
I Don't Give a F-ck - Lil Jon
I Don't Have Anything - Vast
I Don't Have the Heart - Ingram, James
I Don't Have to Be Me ('til Monday) - Azar, Steve
I Don't Know - Honeyz, The
I Don't Know - Lostprophets
I Don't Know - Williams, HankIII
I Don't Know - Dennis, Wesley
I Don't Know a Thing About Love - Twitty, Conway
I Don't Know How Love Starts - Walker, Clay
I Don't Know How to Love Him - Show Tunes - Broadway - Jesus Christ Superstar
I Don't Know How to Love Him - Reddy, Helen
I Don't Know If I'm Coming Home - Mudhog
I Don't Know What She Said - Larsen, Blaine
I Don't Know Where to Start - Rabbitt, Eddie
I Don't Know Why You Don't Want Me - Cash, Rosanne
I Don't Like Mondays - Boomtown Rats
I Don't Like Mondays [Boomtown Rats] - Geldof, Bob
I Don't Like to Sleep Alone - Anka, Paul
I Don't Mind the Thorns - Greenwood, Lee
I Don't Need a Man - Pussycat Dolls, The
I Don't Need a Thing at All - Watson, Gene
I Don't Need Anything But You - Show Tunes - Broadway - Annie
I Don't Need You - Rogers, Kenny
I Don't Need Your Rockin' Chair - Jones, George
I Don't Paint Myself Into Corners - Yearwood, Trisha
I Don't Paint Myself Into Corners - Howard, Rebecca Lynn
I Don't Remember - Powderfinger
I Don't Remember Loving You - Conlee, John
I Don't Think I Will - Bonamy, James
I Don't Think Love Ought to Be That Way - McEntire, Reba
I Don't Think She's in Love Anymore - Pride, Charley
I Don't Wanna - Aaliyah
I Don't Wanna Be Alone - Shai
I Don't Wanna Cry - Carey, Mariah
I Don't Wanna Dance - Grant, Eddy
I Don't Wanna Fight - Westlife
I Don't Wanna Fight - Turner, Tina
I Don't Wanna Get Hurt - Summer, Donna
I Don't Wanna Go on with You Like That - John, Elton
I Don't Wanna Kiss You Goodnight - LFO
I Don't Wanna Know - New Found Glory
I Don't Wanna Know [ Boadicea  sample w/Mario Winans & Diddy] - Enya
I Don't Wanna Know [w/Diddy & Enya] - Winans, Mario
I Don't Wanna Know [w/Mario Winans] - Diddy
I Don't Wanna Live Without Your Love - Chicago
I Don't Wanna Lose You - Turner, Tina
I Don't Wanna Play House - Wynette, Tammy
I Don't Wanna Stop - Osbourne, Ozzy
I Don't Wanna Talk About It - Indigo Girls, The
I Don't Want a Lover - Texas
I Don't Want This Night to End - Bryan, Luke
I Don't Want To - Braxton, Toni
I Don't Want To - Ingram, Luther
I Don't Want to Be - DeGraw, Gavin
I Don't Want to Be - Bice, Bo
I Don't Want to Be a Memory - Exile
I Don't Want to Be Alone Tonight - Dr. Hook
I Don't Want to Be Right - Mandrell, Barbara
I Don't Want to Be Tied (Girls, Girls, Girls) - Presley, Elvis
I Don't Want to Cry - Jackson, Chuck
I Don't Want to Do Wrong - Knight, Gladys
I Don't Want to Go - Avalon
I Don't Want to Have to Marry You [w/Helen Cornelius] - Brown, Jim Ed
I Don't Want to Have to Marry You [w/Jim Ed Brown} - Cornelius, Helen
I Don't Want to Know - Franklin, Aretha
I Don't Want to Live Without You - Foreigner
I Don't Want to Lose Your Love - Jackson, Freddie
I Don't Want to Miss a Thing - Aerosmith
I Don't Want to Miss a Thing - Chesnutt, Mark
I Don't Want to Spoil the Party - Cash, Rosanne
I Don't Want to Talk About It - Stewart, Rod
I Don't Want to Talk About It - Everything But the Girl
I Don't Want to Wait - Cole, Paula
I Don't Want to [w/Ronnie Dunn] - Monroe, Ashley
I Don't Want You Anyway - Hear'say
I Don't Want You to Go - Johnson, Carolyn Dawn
I Don't Want Your Love - Duran Duran
I Don't Wanta - Cline, Patsy
I Dream of Jeannie with the Light Brown Hair - Standards
I Dreamed a Dream - Les Mis
I Dreamed a Dream - Show Tunes - Broadway - Les Mis
I Dreamed About Mama Last Night [as Luke the Drifter] - Williams, Hank
I Dreamed Last Night - Moody Blues, The
I Dreamed of a Hillbilly Heaven - Ritter, Tex
I Drink Alone - Thorogood, George & the Destroyers
I Drive Myself Crazy - N Sync
I Drove All Night - Pinmonkey
I Drove All Night - Orbison, Roy
I Drove All Night - Dion, Celine
I Drove All Night - Lauper, Cyndi
I Drove All Night (dance remix) - Dion, Celine
I Drove All Night (Hex Hector remix) - Dion, Celine
I Drove Her to Dallas - England, Ty
I Eat Cannibals - Total Coelo
I F*rted on Santa's Lap [Little Stinkers] - Christmas - Comedy
I Fall to Pieces - Cline, Patsy
I Farted on Santa's Lap - Little Stinkers
I Feel Better - Gotye
I Feel Fine - Beatles, The
I Feel for You - Khan, Chaka
I Feel Free - Cream
I Feel Good - Blige, Mary J
I Feel Good All Over - Mills, Stephanie
I Feel Like Traveling On - Lynn, Loretta
I Feel Love - Summer, Donna
I Feel Loved - Depeche Mode
I Feel Lucky - Carpenter, Mary Chapin
I Feel Pretty - Show Tunes - Broadway - West Side Story
I Feel Pretty - West Side Story
I Feel Pretty - Show Tunes - Movies - West Side Story
I Feel So - Boxcar Racer
I Feel So Bad - Presley, Elvis
I Feel That I've Known You Forever - Presley, Elvis
I Feel the Earth Move - King, Carole
I Feel the Earth Move - Martika
I Fell - Seals, Brady
I Fell in Love - Carter, Carlene
I Fell in Love - Carter, Clarence
I Fell in Love Again Last Night - Forester Sisters, The
I Fell in Love with the DJ [w/Cham] - Che'Nelle
I Fell in Love with the DJ [w/Che'Nelle] - Cham
I Fell in the Water - Anderson, John
I Finally Found Someone [w/Barbra Streisand] - Adams, Bryan
I Finally Found Someone [w/Bryan Adams] - Streisand, Barbra
I Finally Found Someone [w/Lorrie Morgan] - Kershaw, Sammy
I Finally Found Someone [w/Sammy Kershaw] - Morgan, Lorrie
I Forgot More than You'll Ever Know - Davis Sisters, The
I Forgot to Be Your Lover - Idol, Billy
I Forgot to Remember to Forget - Presley, Elvis
I Fought the Law - Clash, The
I Fought the Law - Williams, Hank Jr.
I Fought the Law - Bobby Fuller Four, The
I Fought the Law - Green Day
I Found Forever - Fighting Instinct
I Found Jesus on the Jailhouse Floor - Strait, George
I Found Lovin' - Fatback Band
I Found My Smile Again - D'Angelo
I Found Out - Pigeon Detectives, The
I Found Someone - Bolton, Michael
I Found Someone - Cher
I Found You - Wanted, The
I Gave You My Word - Fox, George
I Get a Kick Out of You - Sinatra, Frank
I Get Along Without You Very Well - Sinatra, Frank
I Get Around - Beach Boys, The
I Get It - Chevelle
I Get Lonely - Jackson, Janet
I Get Lost - Clapton, Eric
I Get Money - 50 Cent
I Get the Fever - Anderson, Bill
I Get the Sweetest Feeling - Wilson, Jackie
I Get To - Blue County
I Get Weak - Carlisle, Belinda
I Get Weak [Belinda Carlisle solo] - Go-Go's, The
I Give You to His Heart - Krauss, Alison
I Give, You Take - Maria
I Go Ape - Sedaka, Neil
I Go Back - Chesney, Kenny
I Go Blind - Hootie & the Blowfish
I Go Crazy - Davis, Paul
I Go to Extremes - Joel, Billy
I Go to Pieces - Peter & Gordon
I Got 5 on It - Luniz
I Got a Feelin' - Currington, Billy
I Got a Feeling - Nelson, Ricky
I Got a Feeling in My Body - Presley, Elvis
I Got a Girl - Bega, Lou
I Got a Line on You - Spirit
I Got a Man - Positive K
I Got a Name - Croce, Jim
I Got a Right to Sing the Blues - Horne, Lena
I Got a Woman - Charles, Ray
I Got a Woman - Presley, Elvis
I Got a Woman/Amen - Presley, Elvis
I Got Dreams - Wariner, Steve
I Got Drunk - Montgomery Gentry
I Got Friends That Do - McGraw, Tim
I Got Id - Pearl Jam
I Got It - Jagged Edge
I Got It Bad - Campbell, Tevin
I Got It from My Mama - Will.I.Am
I Got It Honest - Tippin, Aaron
I Got It Made - Special Ed
I Got Life - Hair
I Got Loaded - Harris, Peppermint
I Got Lucky - Kid Galahad
I Got Mexico - Raven, Eddy
I Got More - Deggs, Cole & the Lonesome
I Got My Baby - Hill, Faith
I Got My Game On - Adkins, Trace
I Got Nothin' - Rucker, Darius
I Got Rhythm - Happenings, The
I Got Something to Say - Reef
I Got Soul - Young Soul Rebels
I Got Stripes - Cash, Johnny
I Got Stung - Presley, Elvis
I Got the Feelin' (Oh No No) - Diamond, Neil
I Got You - Shenandoah
I Got You - Lewis, Leona
I Got You - Morgan, Craig
I Got You - Split Enz
I Got You - Yoakam, Dwight
I Got You (I Feel Good) - Brown, James
I Got You Babe - Sonny & Cher
I Got You Babe [UB40 & Chrissie Hynde] - Pretenders, The
I Got You Babe [w/Chrissie Hynde] - UB40
I Got You Babe [w/Sonny] - Cher
I Got You Under My Skin [w/Keely Smith] - Prima, Louis
I Got You Under My Skin [w/Louis Prima] - Smith, Keely
I Got You [w/Anita Carter] - Jennings, Waylon
I Got You [w/Waylon Jennings] - Carter, Anita
I Gotcha - Tex, Joe
I Gotcha - Fiasco, Lupe
I Gotcha [Joe Tex] - Show Tunes - Movies - Reservoir Dogs
I Gotta Feeling - Black Eyed Peas
I Gotta Get Outta This Place - Bee Gees, The
I Gotta Get to You - Strait, George
I Gotta Know - Presley, Elvis
I Guess I Showed Her - Cray, Robert
I Guess I'll Miss the Man - Show Tunes - Broadway - Pippin
I Guess I'm Crazy - Reeves, Jim
I Guess That's Why They Call It the Blues - John, Elton
I Guess That's Why They Call It the Blues[w/MaryJBlige] - John, Elton
I Guess Thats WhyTheyCall It theBlues[w/EltonJohn] - Blige, Mary J
I Guess You Had to Be There - Morgan, Lorrie
I Had a Dream - Green, Al
I Had No Right - PM Dawn
I Had the Craziest Dream - Sinatra, Frank
I Had Too Much to Dream (Last Night) - Electric Prunes
I Hate Everything - Strait, George
I Hate Everything About You - Three Days Grace
I Hate Men - Show Tunes - Broadway - Kiss Me Kate
I Hate My Generation - Cracker
I Hate Myself for Loving You - Jett, Joan & the Blackhearts
I Hate Rap - Confederate Railroad, The
I Hate This Part - Pussycat Dolls, The
I Hate U - Prince
I Have a Dream - ABBA
I Have a Dream - Westlife
I Have a Love/One Hand One Heart [w/Barbra Streisand] - Mathis, Johnny
I Have a Love/One Hand One Heart [w/Johnny Mathis] - Streisand, Barbra
I Have Always Loved You - Iglesias, Enrique
I Have Confidence - Show Tunes - Movies - Sound of Music
I Have Confidence - Sound of Music, The
I Have Decided - Grant, Amy
I Have Dreamed - Sinatra, Frank
I Have Loved You, Girl - Conley, Earl Thomas
I Have Nothing - Houston, Whitney
I Have to Surrender - Herndon, Ty
I Have Told You Lately - Stewart, Rod
I Haven't Played This Song in Years - Diamond, Neil
I Haven't Stopped Dancing Yet - Gonzalez
I Hear a Symphony - Supremes, The
I Hear You Knockin' - Lewis, Smiley
I Hear You Knockin' - Storm, Gale
I Hear You Knocking - Domino, Fats
I Hear You Knocking - Edmunds, Dave
I Hear Your Voice - Richie, Lionel
I Heard a Rumour - Bananarama
I Heard It Through the Grapevine - Creedence Clearwater Revival
I Heard It Through the Grapevine - Knight, Gladys
I Heard It Through the Grapevine - Gaye, Marvin
I Heard the Bells on Christmas Day - Christmas
I Heart? - Swift, Taylor
I Honestly Love You - Newton-John, Olivia
I Honestly Love You (new version) - Newton-John, Olivia
I Hope - Dixie Chicks
I Hope I Get It - Show Tunes - Broadway - Chorus Line
I Hope You Dance - Keating, Ronan
I Hope You Dance [w/Lee Ann Womack] - Sons of the Desert
I Hope You Dance [w/Sons of the Desert] - Womack, Lee Ann
I Just Call You Mine - McBride, Martina
I Just Called to Say I Love You - Wonder, Stevie
I Just Came Back from a War - Worley, Darryl
I Just Can't Get Her Out of My Mind - Rodriguez, Johnny
I Just Can't Help Believing - Presley, Elvis
I Just Can't Help Believing - Thomas, BJ
I Just Can't Live a Lie - Underwood, Carrie
I Just Can't Stop Loving You [w/Michael Jackson] - Garrett, Siedah
I Just Can't Stop Loving You [w/Siedah Garrett] - Jackson, Michael
I Just Died in Your Arms Tonight - Cutting Crew
I Just Don't Know What to Do with Myself - Springfield, Dusty
I Just Don't Know What to Do with Myself - Warwick, Dionne
I Just Don't Know What to Do with Myself - White Stripes, The
I Just Fall in Love Again - Murray, Anne
I Just Might Be - Morgan, Lorrie
I Just Wanna Be Loved - Culture Club
I Just Wanna Be Mad - Clark, Terri
I Just Wanna Live - Good Charlotte
I Just Wanna Make Love to You - Rolling Stones, The
I Just Wanna Stop - Vannelli, Gino
I Just Wanna Stop - Vanelli, Gino
I Just Want a Lover - Young, Will
I Just Want to Be Your Everything - Gibb, Andy
I Just Want to Celebrate - Rare Earth
I Just Want to Dance with You - Strait, George
I Just Want to Make Love to You - James, Etta
I Just Want to Make Love to You - Foghat
I Just Want You to Know - Rose, Amy
I Just Wanted You to Know - Chesnutt, Mark
I Keed - Triumph the Insult Comic Dog
I Keep Coming Back - Gracin, Josh
I Keep Forgettin' - McDonald, Michael
I Keep Looking - Evans, Sara
I Keep on Loving You - McEntire, Reba
I Kiss Your Hand Madame - Crosby, Bing
I Kissed a Girl - Perry, Katy
I Kissed a Girl - Sobule, Jill
I Knew I Loved You - Savage Garden
I Knew I Loved You - Singletary, Daryle
I Knew the Bride - Lowe, Nick
I Knew You Were Trouble - Swift, Taylor
I Knew You Were Waiting (for Me) [w/George Michael] - Franklin, Aretha
I Knew You Were Waiting for Me [w/Aretha Franklin] - Michael, George
I Know - Bell, Drake
I Know - Farris, Dionne
I Know - George, Barbara
I Know - Vandross, Luther
I Know - Richey, Kim
I Know - Seventh Day Slumber
I Know a Heartache - Messina, Jo Dee
I Know a Heartache When I See One - Warnes, Jennifer
I Know a Little - Lynyrd Skynyrd
I Know a Little - Kershaw, Sammy
I Know a Place - Clark, Petula
I Know Him So Well - Steps
I Know Him So Well [w/Barbara Dickson] - Paige, Elaine
I Know How He Feels - McEntire, Reba
I Know How the River Feels - McAlyster
I Know How the River Feels - Diamond Rio
I Know How to Love You Well - McGraw, Tim
I Know I'm Losing You - Temptations, The
I Know I'm Losing You - Stewart, Rod
I Know My Love [w/The Chieftans] - Corrs, The
I Know My Love [w/The Corrs] - Chieftans, The
I Know One - Pride, Charley
I Know She Hung the Moon - Keith, Toby
I Know She Still Loves Me - Strait, George
I Know That He Can - New Harvest
I Know There's Something Going On - Frida
I Know This Town - Midler, Bette
I Know What Boys Like - Waitresses, The
I Know What Love Is - Dion, Celine
I Know What You Want [w/BustaRhymes&FlipmodeSquad] - Carey, Mariah
I Know What You Want [w/MariahCarey&FlipmodeSquad] - Busta Rhymes
I Know Where I'm Going - Judds, The
I Know Where I've Been - Show Tunes - Broadway - Hairspray
I Know Where It's At - All Saints
I Know Where Love Lives - Ketchum, Hal
I Know Who Holds Tomorrow - Rimes, LeAnn
I Know Why the River Runs - Womack, Lee Ann
I Know You By Heart - Cassidy, Eva
I Know You See It - Yung Joc
I Know You Want Me (Calle Ocho) - Pitbull
I Know You're Out There Somewhere - Moody Blues, The
I Know [w/Jay-Z] - Pharrell
I Know [w/Jay-Z] - Williams, Pharrell
I Know [w/Pharrell] - Jay-Z
I Lay My Love on You - Westlife
I Learned from the Best - Houston, Whitney
I Left My Heart in San Francisco - Bennett, Tony
I Left Something Turned on at Home - Adkins, Trace
I Lie in the Bed I Make - Brother Cane
I Like Beer - Hall, Tom T.
I Like Dreamin' - Nolan, Kenny
I Like It - Dino
I Like It - Dixie Chicks
I Like It - Gerry & the Pacemakers
I Like It - Sammie
I Like It Like That - Kenner, Chris
I Like It Like That - Dave Clark Five, The
I Like It Rough - Lady Gaga
I Like It [w/Enrique Iglesias] - Pitbull
I Like It [w/Pitbull] - Iglesias, Enrique
I Like It, I Love It - McGraw, Tim
I Like That [w/Chingy & Nate Dogg & I-20] - Houston
I Like That [w/Houston & Chingy & I-20] - Nate Dogg
I Like That [w/Houston & Nate Dogg & I-20] - Chingy
I Like the Way - Bodyrockers, The
I Like Them Girls - Tyrese
I Like to Dance - Hot Chelle Rae
I Like to Move It - Reel 2 Real
I Like You So Much Better When You're Naked - Maria, Ida
I Live for the Day - Lohan, Lindsay
