Indigo Girls, The - I Don't Wanna Talk About It
Indigo Girls, The - Galileo [solo]
Indigo Girls, The - Galileo [duet]
Indigo Girls, The - Fill It Up Again
Indigo Girls, The - Baby Don't You Break My Heart Slow[w/VondaShepard]
Indigo Girls, The - Closer to Fine
Indigo Swing - Indigo Swing, The
Infernal - From Paris to Berlin
Infernal - Self Control
Information Society - What's on Your Mind
Ingram, Jack - Wherever You Are
Ingram, Jack - Seeing Stars [w/Patty Griffin]
Ingram, Jack - Measure of a Man
Ingram, Jack - Maybe She'll Get Lonely
Ingram, Jack - Love You
Ingram, Jack - Lips of an Angel
Ingram, Jack - How Many Days
Ingram, Jack - Free
Ingram, Jack - Flutter
Ingram, Jack - Barefoot and Crazy
Ingram, James - One Hundred Ways
Ingram, James - Somebody to Love
Ingram, James - Someone Like You
Ingram, James - Somewhere Out There [w/Linda Ronstadt]
Ingram, James - Where Did My Heart Go
Ingram, James - Yah Mo B There [w/Michael McDonald]
Ingram, James - Just Once [w/Quincy Jones]
Ingram, James - Just Once
Ingram, James - Baby, Come to Me [w/Patti Austin]
Ingram, James - Day I Fall in Love, The [w/Dolly Parton]
Ingram, James - Forever More I'll Be the One [w/John Tesh]
Ingram, James - Give Me Forever (I Do) [w/John Tesh]
Ingram, James - How Do You Keep the Music Playing [w/Patti Austin]
Ingram, James - I Don't Have the Heart
Ingram, James - If Loving You Is Wrong
Ingram, Luther - I Don't Want To
Ingram, Luther - If Loving You Is Wrong I Don't Want to Be Right
Ingrosso, Sebastian - Reload [w/Tommy Trash & John Martin]
Injected - Faithless
Ink Spots, The - Whispering Grass [Don Estelle & Windsor Davies version]
Inner Circle - Bad Boys
Inner Circle - Games People Play
Inner Circle - Ob-La-Di, Ob-La-Da
Inner Circle - Sweat (A La La la Long)
Inner City - Good Life
Inoj - Time After Time
Intenso Project - Luv Da Sunshine
Interpol - Slow Hands
Intocable - Ya Estoy Cansado
Intocable - Sue
Intocable - Soy un Novato
Intocable - Sonador Eterno
Intocable - Muy a Tu Manera
Intocable - M
Intocable - La Mentira
Intocable - Estas Que Te Pelas
Intocable - Eso Duele
Intocable - Ensename a Olvidarte
Intocable - El Poder de Tus Manos
Intocable - Dejame Amarte
Intruders, The - Cowboys to Girls
INXS - Need You Tonight
INXS - Never Tear Us Apart
INXS - Never Tear Us Apart [Tom Jones & Robbie Williams version]
INXS - New Sensation
INXS - One Thing, The
INXS - Original Sin
INXS - Pretty Vegas
INXS - Suicide Blonde
INXS - This Time
INXS - What You Need
INXS - Mystify
INXS - Listen Like Thieves
INXS - Baby Don't Cry
INXS - Beautiful Girl
INXS - Burn for You
INXS - Devil Inside
INXS - Don't Change
INXS - Elegantly Wasted
INXS - Good Times
INXS - I Send a Message
INXS - Kiss the Dirt ( Falling Down the Mountain )
INXS - After Glow
Iommi, Tony & Dave Grohl - Goodbye Lament
Iris, Donnie - Ah! Leah!
Irish Mist - Mountains of Mourne
Irish Rovers - Unicorn Song, The
Irish Rovers - Whiskey in the Jar
Irish, Ayanna - Can't Stop Me [w/Jadakiss]
Iron Butterfly - In-A-Gadda-Da-Vida
Iron Maiden - Wasted Years
Iron Maiden - Trooper, The
Iron Maiden - Run to the Hills
Iron Maiden - Number of the Beast, The
Iron Maiden - Evil That Men Do, The
Iron Maiden - Different World
Iron Maiden - Can I Play with Madness
Iron Maiden - Aces High
Iron Maiden - 2 Minutes to Midnight
Irwin, Big Dee - Swinging on a Star
Isaacs, Sonya - On My Way to You
Isaacs, Sonya - No Regrets Yet
Isaacs, Sonya - I've Forgotten How You Feel
Isaacs, Sonya - How Can I Forget
Isaacs, Sonya - Barefoot in the Grass
Isaacs, Sonya - Baby Don't You Let Go
Isaak, Chris - Wicked Game
Isaak, Chris - Think of Tomorrow
Isaak, Chris - Somebody's Crying
Isaak, Chris - Solitary Man
Isaak, Chris - San Francisco Days
Isaak, Chris - Please
Isaak, Chris - Let Me Down Easy
Isaak, Chris - Dark Moon
Isaak, Chris - Can't Do a Thing (to Stop Me)
Isaak, Chris - Blue Hotel
Isaak, Chris - Baby Did a Bad Thing
Isaak, Chris - American Boy
Islam, Yusuf - see  Stevens, Cat 
Isle of Q - Bag of Tricks
Isley Brothers, The - Shout
Isley Brothers, The - Spend the Night
Isley Brothers, The - Summer Breeze
Isley Brothers, The - Take Me in Your Arms
Isley Brothers, The - Tears
Isley Brothers, The - That Lady
Isley Brothers, The - This Old Heart of Mine
Isley Brothers, The - Twist & Shout
Isley Brothers, The - What Would You Do?
Isley Brothers, The - Who's That Lady?
Isley Brothers, The - Just Came Here to Chill
Isley Brothers, The - It's Your Thing
Isley Brothers, The - Behind a Painted Smile
Isley Brothers, The - Between the Sheets
Isley Brothers, The - Between the Sheets (Part 1)
Isley Brothers, The - Between the Sheets (Part 2)
Isley Brothers, The - Contagious
Isley Brothers, The - Don't Say Goodnight (Part 1)
Isley Brothers, The - Don't Say Goodnight (Part 2)
Isley Brothers, The - Fight the Power
Isley Brothers, The - Harvest for the World
Isley Brothers, The - I'm So Proud
Isyss - Day & Night [w/Jadakiss]
Isyss - Single for the Rest of My Life
It Bites - Calling All the Heroes
It's a Beautiful Day - White Bird
Ives, Burl - Holly Jolly Christmas, A
Ives, Burl - Little Bitty Tear, A
Ivy League - Funny How Love Can Be
Ivy Queen - Papi Te Quiero
Iyaz - Replay
Izak, Kit & Pony West - Stay with Me
Izibor, Laura - Don't Stay
Izibor, Laura - From My Heart to Yours
Izibor, Laura - If Tonight Is My Last
Izibor, Laura - Shine
Izzy (Israel Kamakawiwo'ole) - Over the Rainbow
